Sequence Number,Time (seconds),Temperature (°C)
12368,103:04:00,27.6875
12369,103:04:30,27.6875
12370,103:05:00,27.6875
12371,103:05:30,27.6875
12372,103:06:00,27.6875
12373,103:06:30,27.6875
12374,103:07:00,27.625
12375,103:07:30,27.625
12376,103:08:00,27.625
12377,103:08:30,27.625
12378,103:09:00,27.5625
12379,103:09:30,27.5625
12380,103:10:00,27.5625
12381,103:10:30,27.5
12382,103:11:00,27.5625
12383,103:11:30,27.5625
12384,103:12:00,27.5625
12385,103:12:30,27.5625
12386,103:13:00,27.5
12387,103:13:30,27.5
12388,103:14:00,27.5
12389,103:14:30,27.4375
12390,103:15:00,27.4375
12391,103:15:30,27.4375
12392,103:16:00,27.4375
12393,103:16:30,27.4375
12394,103:17:00,27.4375
12395,103:17:30,27.375
12396,103:18:00,27.4375
12397,103:18:30,27.375
12398,103:19:00,27.375
12399,103:19:30,27.375
12400,103:20:00,27.375
12401,103:20:30,27.375
12402,103:21:00,27.375
12403,103:21:30,27.3125
12404,103:22:00,27.3125
12405,103:22:30,27.375
12406,103:23:00,27.3125
12407,103:23:30,27.25
12408,103:24:00,27.25
12409,103:24:30,27.25
12410,103:25:00,27.3125
12411,103:25:30,27.1875
12412,103:26:00,27.25
12413,103:26:30,27.1875
12414,103:27:00,27.25
12415,103:27:30,27.25
12416,103:28:00,27.25
12417,103:28:30,27.1875
12418,103:29:00,27.125
12419,103:29:30,27.1875
12420,103:30:00,27.1875
12421,103:30:30,27.125
12422,103:31:00,27.125
12423,103:31:30,27.125
12424,103:32:00,27.125
12425,103:32:30,27.125
12426,103:33:00,27.125
12427,103:33:30,27.0625
12428,103:34:00,27.0
12429,103:34:30,27.0625
12430,103:35:00,27.0625
12431,103:35:30,27.0
12432,103:36:00,27.0
12433,103:36:30,27.0
12434,103:37:00,27.0
12435,103:37:30,27.0
12436,103:38:00,26.9375
12437,103:38:30,26.9375
12438,103:39:00,26.9375
12439,103:39:30,27.0
12440,103:40:00,26.9375
12441,103:40:30,26.875
12442,103:41:00,26.875
12443,103:41:30,26.9375
12444,103:42:00,26.875
12445,103:42:30,26.875
12446,103:43:00,26.875
12447,103:43:30,26.875
12448,103:44:00,26.8125
12449,103:44:30,26.8125
12450,103:45:00,26.8125
12451,103:45:30,26.8125
12452,103:46:00,26.8125
12453,103:46:30,26.8125
12454,103:47:00,26.8125
12455,103:47:30,26.8125
12456,103:48:00,26.8125
12457,103:48:30,26.8125
12458,103:49:00,26.8125
12459,103:49:30,26.6875
12460,103:50:00,26.75
12461,103:50:30,26.75
12462,103:51:00,26.75
12463,103:51:30,26.6875
12464,103:52:00,26.75
12465,103:52:30,26.6875
12466,103:53:00,26.6875
12467,103:53:30,26.6875
12468,103:54:00,26.6875
12469,103:54:30,26.625
12470,103:55:00,26.625
12471,103:55:30,26.625
12472,103:56:00,26.625
12473,103:56:30,26.625
12474,103:57:00,26.625
12475,103:57:30,26.625
12476,103:58:00,26.625
12477,103:58:30,26.625
12478,103:59:00,26.625
12479,103:59:30,26.625
12480,104:00:00,26.5625
12481,104:00:30,26.5625
12482,104:01:00,26.5625
12483,104:01:30,26.5
12484,104:02:00,26.5
12485,104:02:30,26.5625
12486,104:03:00,26.5
12487,104:03:30,26.5
12488,104:04:00,26.4375
12489,104:04:30,26.5
12490,104:05:00,26.5
12491,104:05:30,26.5
12492,104:06:00,26.5
12493,104:06:30,26.5
12494,104:07:00,26.5
12495,104:07:30,26.4375
12496,104:08:00,26.4375
12497,104:08:30,26.4375
12498,104:09:00,26.4375
12499,104:09:30,26.4375
12500,104:10:00,26.4375
12501,104:10:30,26.375
12502,104:11:00,26.375
12503,104:11:30,26.375
12504,104:12:00,26.375
12505,104:12:30,26.375
12506,104:13:00,26.375
12507,104:13:30,26.3125
12508,104:14:00,26.3125
12509,104:14:30,26.3125
12510,104:15:00,26.3125
12511,104:15:30,26.375
12512,104:16:00,26.3125
12513,104:16:30,26.3125
12514,104:17:00,26.3125
12515,104:17:30,26.3125
12516,104:18:00,26.25
12517,104:18:30,26.3125
12518,104:19:00,26.3125
12519,104:19:30,26.3125
12520,104:20:00,26.25
12521,104:20:30,26.3125
12522,104:21:00,26.25
12523,104:21:30,26.25
12524,104:22:00,26.25
12525,104:22:30,26.3125
12526,104:23:00,26.25
12527,104:23:30,26.1875
12528,104:24:00,26.25
12529,104:24:30,26.1875
12530,104:25:00,26.1875
12531,104:25:30,26.1875
12532,104:26:00,26.1875
12533,104:26:30,26.1875
12534,104:27:00,26.125
12535,104:27:30,26.1875
12536,104:28:00,26.125
12537,104:28:30,26.125
12538,104:29:00,26.125
12539,104:29:30,26.125
12540,104:30:00,26.125
12541,104:30:30,26.0625
12542,104:31:00,26.0625
12543,104:31:30,26.0625
12544,104:32:00,26.0
12545,104:32:30,26.0
12546,104:33:00,26.125
12547,104:33:30,26.0625
12548,104:34:00,26.0625
12549,104:34:30,26.125
12550,104:35:00,26.0625
12551,104:35:30,26.0
12552,104:36:00,26.0
12553,104:36:30,26.0625
12554,104:37:00,26.0625
12555,104:37:30,26.0
12556,104:38:00,26.0625
12557,104:38:30,26.0625
12558,104:39:00,26.0625
12559,104:39:30,26.0
12560,104:40:00,26.0
12561,104:40:30,26.0
12562,104:41:00,25.9375
12563,104:41:30,26.0
12564,104:42:00,25.9375
12565,104:42:30,25.9375
12566,104:43:00,25.9375
12567,104:43:30,25.9375
12568,104:44:00,25.9375
12569,104:44:30,25.9375
12570,104:45:00,25.875
12571,104:45:30,25.875
12572,104:46:00,25.9375
12573,104:46:30,25.875
12574,104:47:00,25.875
12575,104:47:30,25.875
12576,104:48:00,25.875
12577,104:48:30,25.875
12578,104:49:00,25.875
12579,104:49:30,25.8125
12580,104:50:00,25.8125
12581,104:50:30,25.875
12582,104:51:00,25.875
12583,104:51:30,25.8125
12584,104:52:00,25.8125
12585,104:52:30,25.8125
12586,104:53:00,25.8125
12587,104:53:30,25.8125
12588,104:54:00,25.75
12589,104:54:30,25.75
12590,104:55:00,25.6875
12591,104:55:30,25.75
12592,104:56:00,25.75
12593,104:56:30,25.75
12594,104:57:00,25.75
12595,104:57:30,25.75
12596,104:58:00,25.75
12597,104:58:30,25.75
12598,104:59:00,25.6875
12599,104:59:30,25.75
12600,105:00:00,25.6875
12601,105:00:30,25.6875
12602,105:01:00,25.6875
12603,105:01:30,25.6875
12604,105:02:00,25.6875
12605,105:02:30,25.6875
12606,105:03:00,25.6875
12607,105:03:30,25.625
12608,105:04:00,25.625
12609,105:04:30,25.625
12610,105:05:00,25.6875
12611,105:05:30,25.625
12612,105:06:00,25.625
12613,105:06:30,25.625
12614,105:07:00,25.6875
12615,105:07:30,25.625
12616,105:08:00,25.625
12617,105:08:30,25.625
12618,105:09:00,25.625
12619,105:09:30,25.625
12620,105:10:00,25.625
12621,105:10:30,25.625
12622,105:11:00,25.5625
12623,105:11:30,25.5625
12624,105:12:00,25.625
12625,105:12:30,25.5625
12626,105:13:00,25.5625
12627,105:13:30,25.5625
12628,105:14:00,25.5625
12629,105:14:30,25.5
12630,105:15:00,25.5625
12631,105:15:30,25.5
12632,105:16:00,25.5
12633,105:16:30,25.5
12634,105:17:00,25.5
12635,105:17:30,25.5
12636,105:18:00,25.5
12637,105:18:30,25.5
12638,105:19:00,25.5
12639,105:19:30,25.5
12640,105:20:00,25.5
12641,105:20:30,25.5
12642,105:21:00,25.5
12643,105:21:30,25.4375
12644,105:22:00,25.4375
12645,105:22:30,25.4375
12646,105:23:00,25.4375
12647,105:23:30,25.4375
12648,105:24:00,25.4375
12649,105:24:30,25.4375
12650,105:25:00,25.4375
12651,105:25:30,25.375
12652,105:26:00,25.375
12653,105:26:30,25.4375
12654,105:27:00,25.4375
12655,105:27:30,25.4375
12656,105:28:00,25.4375
12657,105:28:30,25.375
12658,105:29:00,25.4375
12659,105:29:30,25.4375
12660,105:30:00,25.375
12661,105:30:30,25.375
12662,105:31:00,25.375
12663,105:31:30,25.375
12664,105:32:00,25.375
12665,105:32:30,25.375
12666,105:33:00,25.375
12667,105:33:30,25.375
12668,105:34:00,25.375
12669,105:34:30,25.375
12670,105:35:00,25.3125
12671,105:35:30,25.375
12672,105:36:00,25.3125
12673,105:36:30,25.25
12674,105:37:00,25.25
12675,105:37:30,25.3125
12676,105:38:00,25.3125
12677,105:38:30,25.3125
12678,105:39:00,25.3125
12679,105:39:30,25.25
12680,105:40:00,25.25
12681,105:40:30,25.25
12682,105:41:00,25.25
12683,105:41:30,25.25
12684,105:42:00,25.25
12685,105:42:30,25.25
12686,105:43:00,25.25
12687,105:43:30,25.25
12688,105:44:00,25.25
12689,105:44:30,25.25
12690,105:45:00,25.25
12691,105:45:30,25.1875
12692,105:46:00,25.25
12693,105:46:30,25.25
12694,105:47:00,25.1875
12695,105:47:30,25.1875
12696,105:48:00,25.1875
12697,105:48:30,25.1875
12698,105:49:00,25.1875
12699,105:49:30,25.1875
12700,105:50:00,25.1875
12701,105:50:30,25.1875
12702,105:51:00,25.1875
12703,105:51:30,25.125
12704,105:52:00,25.1875
12705,105:52:30,25.1875
12706,105:53:00,25.1875
12707,105:53:30,25.125
12708,105:54:00,25.125
12709,105:54:30,25.125
12710,105:55:00,25.125
12711,105:55:30,25.1875
12712,105:56:00,25.125
12713,105:56:30,25.125
12714,105:57:00,25.125
12715,105:57:30,25.125
12716,105:58:00,25.125
12717,105:58:30,25.125
12718,105:59:00,25.125
12719,105:59:30,25.125
12720,106:00:00,25.125
12721,106:00:30,25.125
12722,106:01:00,25.125
12723,106:01:30,25.125
12724,106:02:00,25.125
12725,106:02:30,25.0625
12726,106:03:00,25.0625
12727,106:03:30,25.125
12728,106:04:00,25.125
12729,106:04:30,25.125
12730,106:05:00,25.0625
12731,106:05:30,25.0625
12732,106:06:00,25.0625
12733,106:06:30,25.0625
12734,106:07:00,25.0625
12735,106:07:30,25.0
12736,106:08:00,25.0625
12737,106:08:30,25.0625
12738,106:09:00,25.0625
12739,106:09:30,25.0625
12740,106:10:00,25.0625
12741,106:10:30,25.0625
12742,106:11:00,25.0625
12743,106:11:30,25.0
12744,106:12:00,25.0625
12745,106:12:30,25.0
12746,106:13:00,25.0625
12747,106:13:30,25.0625
12748,106:14:00,25.0
12749,106:14:30,25.0625
12750,106:15:00,25.0
12751,106:15:30,24.9375
12752,106:16:00,25.0625
12753,106:16:30,25.0
12754,106:17:00,25.0
12755,106:17:30,25.0
12756,106:18:00,25.0
12757,106:18:30,25.0
12758,106:19:00,24.9375
12759,106:19:30,25.0
12760,106:20:00,24.9375
12761,106:20:30,24.9375
12762,106:21:00,24.9375
12763,106:21:30,24.9375
12764,106:22:00,24.9375
12765,106:22:30,25.0
12766,106:23:00,25.0
12767,106:23:30,24.9375
12768,106:24:00,24.9375
12769,106:24:30,24.9375
12770,106:25:00,24.9375
12771,106:25:30,24.9375
12772,106:26:00,24.9375
12773,106:26:30,24.9375
12774,106:27:00,24.9375
12775,106:27:30,24.875
12776,106:28:00,24.9375
12777,106:28:30,24.9375
12778,106:29:00,24.9375
12779,106:29:30,24.9375
12780,106:30:00,24.9375
12781,106:30:30,24.9375
12782,106:31:00,24.9375
12783,106:31:30,24.9375
12784,106:32:00,24.9375
12785,106:32:30,24.875
12786,106:33:00,24.875
12787,106:33:30,24.9375
12788,106:34:00,24.875
12789,106:34:30,24.875
12790,106:35:00,24.875
12791,106:35:30,24.8125
12792,106:36:00,24.875
12793,106:36:30,24.875
12794,106:37:00,24.875
12795,106:37:30,24.875
12796,106:38:00,24.875
12797,106:38:30,24.8125
12798,106:39:00,24.875
12799,106:39:30,24.8125
12800,106:40:00,24.8125
12801,106:40:30,24.8125
12802,106:41:00,24.8125
12803,106:41:30,24.8125
12804,106:42:00,24.75
12805,106:42:30,24.8125
12806,106:43:00,24.8125
12807,106:43:30,24.8125
12808,106:44:00,24.8125
12809,106:44:30,24.8125
12810,106:45:00,24.8125
12811,106:45:30,24.875
12812,106:46:00,24.8125
12813,106:46:30,24.8125
12814,106:47:00,24.8125
12815,106:47:30,24.8125
12816,106:48:00,24.8125
12817,106:48:30,24.75
12818,106:49:00,24.75
12819,106:49:30,24.75
12820,106:50:00,24.8125
12821,106:50:30,24.75
12822,106:51:00,24.75
12823,106:51:30,24.6875
12824,106:52:00,24.75
12825,106:52:30,24.75
12826,106:53:00,24.75
12827,106:53:30,24.75
12828,106:54:00,24.75
12829,106:54:30,24.75
12830,106:55:00,24.75
12831,106:55:30,24.6875
12832,106:56:00,24.75
12833,106:56:30,24.75
12834,106:57:00,24.8125
12835,106:57:30,24.75
12836,106:58:00,24.75
12837,106:58:30,24.75
12838,106:59:00,24.75
12839,106:59:30,24.75
12840,107:00:00,24.6875
12841,107:00:30,24.75
12842,107:01:00,24.75
12843,107:01:30,24.6875
12844,107:02:00,24.75
12845,107:02:30,24.6875
12846,107:03:00,24.75
12847,107:03:30,24.6875
12848,107:04:00,24.6875
12849,107:04:30,24.6875
12850,107:05:00,24.6875
12851,107:05:30,24.6875
12852,107:06:00,24.6875
12853,107:06:30,24.6875
12854,107:07:00,24.6875
12855,107:07:30,24.6875
12856,107:08:00,24.6875
12857,107:08:30,24.6875
12858,107:09:00,24.6875
12859,107:09:30,24.625
12860,107:10:00,24.6875
12861,107:10:30,24.625
12862,107:11:00,24.6875
12863,107:11:30,24.6875
12864,107:12:00,24.6875
12865,107:12:30,24.6875
12866,107:13:00,24.625
12867,107:13:30,24.6875
12868,107:14:00,24.625
12869,107:14:30,24.6875
12870,107:15:00,24.625
12871,107:15:30,24.6875
12872,107:16:00,24.625
12873,107:16:30,24.625
12874,107:17:00,24.625
12875,107:17:30,24.625
12876,107:18:00,24.625
12877,107:18:30,24.625
12878,107:19:00,24.625
12879,107:19:30,24.625
12880,107:20:00,24.6875
12881,107:20:30,24.625
12882,107:21:00,24.625
12883,107:21:30,24.625
12884,107:22:00,24.625
12885,107:22:30,24.625
12886,107:23:00,24.625
12887,107:23:30,24.5625
12888,107:24:00,24.625
12889,107:24:30,24.625
12890,107:25:00,24.5625
12891,107:25:30,24.625
12892,107:26:00,24.5625
12893,107:26:30,24.625
12894,107:27:00,24.5625
12895,107:27:30,24.5625
12896,107:28:00,24.5
12897,107:28:30,24.5625
12898,107:29:00,24.5625
12899,107:29:30,24.5625
12900,107:30:00,24.5625
12901,107:30:30,24.5625
12902,107:31:00,24.5625
12903,107:31:30,24.5625
12904,107:32:00,24.5625
12905,107:32:30,24.5
12906,107:33:00,24.5625
12907,107:33:30,24.5625
12908,107:34:00,24.5625
12909,107:34:30,24.5
12910,107:35:00,24.5625
12911,107:35:30,24.5625
12912,107:36:00,24.5625
12913,107:36:30,24.5625
12914,107:37:00,24.5
12915,107:37:30,24.5
12916,107:38:00,24.5625
12917,107:38:30,24.5625
12918,107:39:00,24.5
12919,107:39:30,24.5625
12920,107:40:00,24.5
12921,107:40:30,24.5625
12922,107:41:00,24.5
12923,107:41:30,24.5
12924,107:42:00,24.5625
12925,107:42:30,24.5625
12926,107:43:00,24.5
12927,107:43:30,24.5625
12928,107:44:00,24.5
12929,107:44:30,24.5625
12930,107:45:00,24.5
12931,107:45:30,24.5
12932,107:46:00,24.5
12933,107:46:30,24.5
12934,107:47:00,24.5
12935,107:47:30,24.5
12936,107:48:00,24.5
12937,107:48:30,24.5
12938,107:49:00,24.5
12939,107:49:30,24.5
12940,107:50:00,24.5
12941,107:50:30,24.5
12942,107:51:00,24.5
12943,107:51:30,24.5
12944,107:52:00,24.5
12945,107:52:30,24.5
12946,107:53:00,24.5
12947,107:53:30,24.5
12948,107:54:00,24.5
12949,107:54:30,24.5
12950,107:55:00,24.5
12951,107:55:30,24.4375
12952,107:56:00,24.4375
12953,107:56:30,24.4375
12954,107:57:00,24.5
12955,107:57:30,24.4375
12956,107:58:00,24.5
12957,107:58:30,24.4375
12958,107:59:00,24.375
12959,107:59:30,24.4375
12960,108:00:00,24.4375
12961,108:00:30,24.4375
12962,108:01:00,24.4375
12963,108:01:30,24.4375
12964,108:02:00,24.5
12965,108:02:30,24.5
12966,108:03:00,24.4375
12967,108:03:30,24.4375
12968,108:04:00,24.4375
12969,108:04:30,24.4375
12970,108:05:00,24.4375
12971,108:05:30,24.4375
12972,108:06:00,24.4375
12973,108:06:30,24.4375
12974,108:07:00,24.375
12975,108:07:30,24.4375
12976,108:08:00,24.5
12977,108:08:30,24.375
12978,108:09:00,24.4375
12979,108:09:30,24.375
12980,108:10:00,24.375
12981,108:10:30,24.375
12982,108:11:00,24.375
12983,108:11:30,24.375
12984,108:12:00,24.4375
12985,108:12:30,24.375
12986,108:13:00,24.375
12987,108:13:30,24.375
12988,108:14:00,24.3125
12989,108:14:30,24.375
12990,108:15:00,24.375
12991,108:15:30,24.375
12992,108:16:00,24.375
12993,108:16:30,24.375
12994,108:17:00,24.375
12995,108:17:30,24.375
12996,108:18:00,24.375
12997,108:18:30,24.375
12998,108:19:00,24.375
12999,108:19:30,24.375
13000,108:20:00,24.375
13001,108:20:30,24.3125
13002,108:21:00,24.375
13003,108:21:30,24.375
13004,108:22:00,24.375
13005,108:22:30,24.375
13006,108:23:00,24.3125
13007,108:23:30,24.3125
13008,108:24:00,24.3125
13009,108:24:30,24.3125
13010,108:25:00,24.3125
13011,108:25:30,24.3125
13012,108:26:00,24.3125
13013,108:26:30,24.3125
13014,108:27:00,24.25
13015,108:27:30,24.3125
13016,108:28:00,24.3125
13017,108:28:30,24.3125
13018,108:29:00,24.3125
13019,108:29:30,24.3125
13020,108:30:00,24.3125
13021,108:30:30,24.3125
13022,108:31:00,24.3125
13023,108:31:30,24.3125
13024,108:32:00,24.3125
13025,108:32:30,24.3125
13026,108:33:00,24.25
13027,108:33:30,24.3125
13028,108:34:00,24.3125
13029,108:34:30,24.3125
13030,108:35:00,24.3125
13031,108:35:30,24.3125
13032,108:36:00,24.3125
13033,108:36:30,24.25
13034,108:37:00,24.3125
13035,108:37:30,24.3125
13036,108:38:00,24.3125
13037,108:38:30,24.3125
13038,108:39:00,24.3125
13039,108:39:30,24.25
13040,108:40:00,24.25
13041,108:40:30,24.25
13042,108:41:00,24.25
13043,108:41:30,24.25
13044,108:42:00,24.3125
13045,108:42:30,24.3125
13046,108:43:00,24.25
13047,108:43:30,24.25
13048,108:44:00,24.25
13049,108:44:30,24.25
13050,108:45:00,24.25
13051,108:45:30,24.25
13052,108:46:00,24.25
13053,108:46:30,24.25
13054,108:47:00,24.1875
13055,108:47:30,24.25
13056,108:48:00,24.1875
13057,108:48:30,24.25
13058,108:49:00,24.25
13059,108:49:30,24.25
13060,108:50:00,24.25
13061,108:50:30,24.1875
13062,108:51:00,24.25
13063,108:51:30,24.25
13064,108:52:00,24.1875
13065,108:52:30,24.25
13066,108:53:00,24.1875
13067,108:53:30,24.1875
13068,108:54:00,24.1875
13069,108:54:30,24.125
13070,108:55:00,24.1875
13071,108:55:30,24.1875
13072,108:56:00,24.1875
13073,108:56:30,24.1875
13074,108:57:00,24.1875
13075,108:57:30,24.125
13076,108:58:00,24.1875
13077,108:58:30,24.25
13078,108:59:00,24.25
13079,108:59:30,24.1875
13080,109:00:00,24.125
13081,109:00:30,24.1875
13082,109:01:00,24.1875
13083,109:01:30,24.1875
13084,109:02:00,24.1875
13085,109:02:30,24.1875
13086,109:03:00,24.1875
13087,109:03:30,24.1875
13088,109:04:00,24.1875
13089,109:04:30,24.1875
13090,109:05:00,24.1875
13091,109:05:30,24.1875
13092,109:06:00,24.1875
13093,109:06:30,24.1875
13094,109:07:00,24.125
13095,109:07:30,24.1875
13096,109:08:00,24.1875
13097,109:08:30,24.1875
13098,109:09:00,24.1875
13099,109:09:30,24.1875
13100,109:10:00,24.125
13101,109:10:30,24.1875
13102,109:11:00,24.125
13103,109:11:30,24.1875
13104,109:12:00,24.1875
13105,109:12:30,24.0625
13106,109:13:00,23.625
13107,109:13:30,23.3125
13108,109:14:00,23.375
13109,109:14:30,23.375
13110,109:15:00,23.375
13111,109:15:30,23.375
13112,109:16:00,23.375
13113,109:16:30,23.375
13114,109:17:00,23.375
13115,109:17:30,23.375
13116,109:18:00,23.375
13117,109:18:30,23.3125
13118,109:19:00,23.375
13119,109:19:30,23.375
13120,109:20:00,23.375
13121,109:20:30,23.375
13122,109:21:00,23.375
13123,109:21:30,23.375
13124,109:22:00,23.375
13125,109:22:30,23.4375
13126,109:23:00,23.5
13127,109:23:30,23.625
13128,109:24:00,23.6875
13129,109:24:30,23.6875
13130,109:25:00,23.6875
13131,109:25:30,23.6875
13132,109:26:00,23.75
13133,109:26:30,23.8125
13134,109:27:00,23.75
13135,109:27:30,23.75
13136,109:28:00,23.75
13137,109:28:30,23.75
13138,109:29:00,23.75
13139,109:29:30,23.75
13140,109:30:00,23.75
13141,109:30:30,23.75
13142,109:31:00,23.75
13143,109:31:30,23.6875
13144,109:32:00,23.75
13145,109:32:30,23.6875
13146,109:33:00,23.75
13147,109:33:30,23.75
13148,109:34:00,23.75
13149,109:34:30,23.75
13150,109:35:00,23.75
13151,109:35:30,23.75
13152,109:36:00,23.8125
13153,109:36:30,23.75
13154,109:37:00,23.75
13155,109:37:30,23.75
13156,109:38:00,23.75
13157,109:38:30,23.75
13158,109:39:00,23.75
13159,109:39:30,23.75
13160,109:40:00,23.6875
13161,109:40:30,23.6875
13162,109:41:00,23.6875
13163,109:41:30,23.6875
13164,109:42:00,23.75
13165,109:42:30,23.75
13166,109:43:00,23.6875
13167,109:43:30,23.6875
13168,109:44:00,23.6875
13169,109:44:30,23.6875
13170,109:45:00,23.6875
13171,109:45:30,23.6875
13172,109:46:00,23.75
13173,109:46:30,23.6875
13174,109:47:00,23.75
13175,109:47:30,23.75
13176,109:48:00,23.6875
13177,109:48:30,23.75
13178,109:49:00,23.6875
13179,109:49:30,23.75
13180,109:50:00,23.6875
13181,109:50:30,23.6875
13182,109:51:00,23.6875
13183,109:51:30,23.6875
13184,109:52:00,23.75
13185,109:52:30,23.75
13186,109:53:00,23.6875
13187,109:53:30,23.75
13188,109:54:00,23.75
13189,109:54:30,23.75
13190,109:55:00,23.75
13191,109:55:30,23.8125
13192,109:56:00,23.75
13193,109:56:30,23.75
13194,109:57:00,23.75
13195,109:57:30,23.75
13196,109:58:00,23.75
13197,109:58:30,23.75
13198,109:59:00,23.75
13199,109:59:30,23.75
13200,110:00:00,23.75
13201,110:00:30,23.75
13202,110:01:00,23.6875
13203,110:01:30,23.75
13204,110:02:00,23.75
13205,110:02:30,23.75
13206,110:03:00,23.6875
13207,110:03:30,23.75
13208,110:04:00,23.75
13209,110:04:30,23.75
13210,110:05:00,23.8125
13211,110:05:30,23.75
13212,110:06:00,23.625
13213,110:06:30,23.75
13214,110:07:00,23.75
13215,110:07:30,23.75
13216,110:08:00,23.75
13217,110:08:30,23.6875
13218,110:09:00,23.75
13219,110:09:30,23.75
13220,110:10:00,23.75
13221,110:10:30,23.75
13222,110:11:00,23.75
13223,110:11:30,23.75
13224,110:12:00,23.75
13225,110:12:30,23.75
13226,110:13:00,23.75
13227,110:13:30,23.75
13228,110:14:00,23.75
13229,110:14:30,23.75
13230,110:15:00,23.75
13231,110:15:30,23.75
13232,110:16:00,23.75
13233,110:16:30,23.75
13234,110:17:00,23.75
13235,110:17:30,23.75
13236,110:18:00,23.75
13237,110:18:30,23.75
13238,110:19:00,23.75
13239,110:19:30,23.75
13240,110:20:00,23.75
13241,110:20:30,23.8125
13242,110:21:00,23.75
13243,110:21:30,23.75
13244,110:22:00,23.75
13245,110:22:30,23.8125
13246,110:23:00,23.75
13247,110:23:30,23.75
13248,110:24:00,23.75
13249,110:24:30,23.75
13250,110:25:00,23.75
13251,110:25:30,23.75
13252,110:26:00,23.8125
13253,110:26:30,23.75
13254,110:27:00,23.8125
13255,110:27:30,23.75
13256,110:28:00,23.75
13257,110:28:30,23.75
13258,110:29:00,23.75
13259,110:29:30,23.75
13260,110:30:00,23.75
13261,110:30:30,23.75
13262,110:31:00,23.75
13263,110:31:30,23.75
13264,110:32:00,23.75
13265,110:32:30,23.75
13266,110:33:00,23.75
13267,110:33:30,23.75
13268,110:34:00,23.75
13269,110:34:30,23.75
13270,110:35:00,23.75
13271,110:35:30,23.75
13272,110:36:00,23.75
13273,110:36:30,23.75
13274,110:37:00,23.75
13275,110:37:30,23.75
13276,110:38:00,23.75
13277,110:38:30,23.75
13278,110:39:00,23.75
13279,110:39:30,23.75
13280,110:40:00,23.75
13281,110:40:30,23.75
13282,110:41:00,23.75
13283,110:41:30,23.75
13284,110:42:00,23.75
13285,110:42:30,23.75
13286,110:43:00,23.75
13287,110:43:30,23.75
13288,110:44:00,23.75
13289,110:44:30,23.75
13290,110:45:00,23.75
13291,110:45:30,23.75
13292,110:46:00,23.75
13293,110:46:30,23.75
13294,110:47:00,23.75
13295,110:47:30,23.75
13296,110:48:00,23.8125
13297,110:48:30,23.75
13298,110:49:00,23.75
13299,110:49:30,23.75
13300,110:50:00,23.75
13301,110:50:30,23.75
13302,110:51:00,23.8125
13303,110:51:30,23.75
13304,110:52:00,23.6875
13305,110:52:30,23.75
13306,110:53:00,23.75
13307,110:53:30,23.75
13308,110:54:00,23.75
13309,110:54:30,23.75
13310,110:55:00,23.75
13312,110:56:00,23.75
13313,110:56:30,23.75
13314,110:57:00,23.75
13315,110:57:30,23.75
13316,110:58:00,23.75
13317,110:58:30,23.75
13318,110:59:00,23.75
13319,110:59:30,23.8125
13320,111:00:00,23.75
13321,111:00:30,23.8125
13322,111:01:00,23.75
13323,111:01:30,23.75
13324,111:02:00,23.75
13325,111:02:30,23.75
13326,111:03:00,23.8125
13327,111:03:30,23.75
13328,111:04:00,23.75
13329,111:04:30,23.75
13330,111:05:00,23.8125
13331,111:05:30,23.75
13332,111:06:00,23.75
13333,111:06:30,23.75
13334,111:07:00,23.8125
13335,111:07:30,23.8125
13336,111:08:00,23.75
13337,111:08:30,23.8125
13338,111:09:00,23.75
13339,111:09:30,23.75
13340,111:10:00,23.75
13341,111:10:30,23.8125
13342,111:11:00,23.8125
13343,111:11:30,23.6875
13344,111:12:00,23.25
13345,111:12:30,23.0
13346,111:13:00,23.0
13347,111:13:30,23.0625
13348,111:14:00,23.0625
13349,111:14:30,23.0625
13350,111:15:00,23.0625
13351,111:15:30,23.0
13352,111:16:00,23.125
13353,111:16:30,23.0625
13354,111:17:00,23.0
13355,111:17:30,23.0625
13356,111:18:00,23.125
13357,111:18:30,23.125
13358,111:19:00,23.125
13359,111:19:30,23.1875
13360,111:20:00,23.25
13361,111:20:30,23.3125
13362,111:21:00,23.375
13363,111:21:30,23.375
13364,111:22:00,23.375
13365,111:22:30,23.375
13366,111:23:00,23.375
13367,111:23:30,23.375
13368,111:24:00,23.4375
13369,111:24:30,23.4375
13370,111:25:00,23.4375
13371,111:25:30,23.375
13372,111:26:00,23.4375
13373,111:26:30,23.4375
13374,111:27:00,23.375
13375,111:27:30,23.4375
13376,111:28:00,23.4375
13377,111:28:30,23.375
13378,111:29:00,23.4375
13379,111:29:30,23.4375
13380,111:30:00,23.4375
13381,111:30:30,23.4375
13382,111:31:00,23.4375
13383,111:31:30,23.4375
13384,111:32:00,23.4375
13385,111:32:30,23.375
13386,111:33:00,23.4375
13387,111:33:30,23.4375
13388,111:34:00,23.4375
13389,111:34:30,23.4375
13390,111:35:00,23.4375
13391,111:35:30,23.4375
13392,111:36:00,23.4375
13393,111:36:30,23.375
13394,111:37:00,23.4375
13395,111:37:30,23.375
13396,111:38:00,23.4375
13397,111:38:30,23.4375
13398,111:39:00,23.4375
13399,111:39:30,23.4375
13400,111:40:00,23.375
13401,111:40:30,23.4375
13402,111:41:00,23.375
13403,111:41:30,23.4375
13404,111:42:00,23.4375
13405,111:42:30,23.4375
13406,111:43:00,23.4375
13407,111:43:30,23.4375
