Sequence Number,Time (seconds),Temperature (°C)
7427,61:53:30,44.1875
7428,61:54:00,44.1875
7429,61:54:30,44.25
7430,61:55:00,44.1875
7431,61:55:30,44.1875
7432,61:56:00,44.125
7433,61:56:30,44.1875
7434,61:57:00,44.25
7435,61:57:30,44.1875
7436,61:58:00,44.25
7437,61:58:30,44.125
7438,61:59:00,44.1875
7439,61:59:30,44.1875
7440,62:00:00,44.1875
7441,62:00:30,44.125
7442,62:01:00,44.1875
7443,62:01:30,44.25
7444,62:02:00,44.25
7445,62:02:30,44.1875
7446,62:03:00,44.1875
7447,62:03:30,44.125
7448,62:04:00,44.25
7449,62:04:30,44.1875
7450,62:05:00,44.1875
7451,62:05:30,44.1875
7452,62:06:00,44.1875
7453,62:06:30,44.1875
7454,62:07:00,44.1875
7455,62:07:30,44.1875
7456,62:08:00,44.1875
7457,62:08:30,44.25
7458,62:09:00,44.25
7459,62:09:30,44.1875
7460,62:10:00,44.1875
7461,62:10:30,44.1875
7462,62:11:00,44.125
7463,62:11:30,44.1875
7464,62:12:00,44.25
7465,62:12:30,44.125
7466,62:13:00,44.1875
7467,62:13:30,44.125
7468,62:14:00,44.1875
7469,62:14:30,44.1875
7470,62:15:00,44.25
7471,62:15:30,44.1875
7472,62:16:00,44.125
7473,62:16:30,44.1875
7474,62:17:00,44.25
7475,62:17:30,44.25
7476,62:18:00,44.25
7477,62:18:30,44.1875
7478,62:19:00,44.1875
7479,62:19:30,44.1875
7480,62:20:00,44.1875
7481,62:20:30,44.1875
7482,62:21:00,44.1875
7483,62:21:30,44.1875
7484,62:22:00,44.1875
7485,62:22:30,44.125
7486,62:23:00,44.125
7487,62:23:30,44.0625
7488,62:24:00,43.9375
7489,62:24:30,43.75
7490,62:25:00,43.5625
7491,62:25:30,43.4375
7492,62:26:00,43.3125
7493,62:26:30,43.1875
7494,62:27:00,43.125
7495,62:27:30,43.0
7496,62:28:00,42.875
7497,62:28:30,42.6875
7498,62:29:00,42.5625
7499,62:29:30,42.5
7500,62:30:00,42.4375
7501,62:30:30,42.3125
7502,62:31:00,42.1875
7503,62:31:30,43.0
7504,62:32:00,37.3125
7505,62:32:30,31.5
7506,62:33:00,30.1875
7507,62:33:30,29.6875
7508,62:34:00,29.625
7509,62:34:30,36.75
7510,62:35:00,40.1875
7511,62:35:30,41.5625
7512,62:36:00,42.25
7513,62:36:30,42.625
7514,62:37:00,42.8125
7515,62:37:30,43.0625
7516,62:38:00,43.1875
7517,62:38:30,43.3125
7518,62:39:00,43.375
7519,62:39:30,43.4375
7520,62:40:00,43.5625
7521,62:40:30,43.4375
7522,62:41:00,43.5625
7523,62:41:30,43.5625
7524,62:42:00,43.625
7525,62:42:30,43.625
7526,62:43:00,43.625
7527,62:43:30,43.6875
7528,62:44:00,43.6875
7529,62:44:30,43.75
7530,62:45:00,43.6875
7531,62:45:30,43.8125
7532,62:46:00,43.75
7533,62:46:30,43.8125
7534,62:47:00,43.75
7535,62:47:30,43.875
7536,62:48:00,43.75
7537,62:48:30,43.75
7538,62:49:00,43.75
7539,62:49:30,43.75
7540,62:50:00,43.75
7541,62:50:30,43.75
7542,62:51:00,43.75
7543,62:51:30,43.875
7544,62:52:00,43.8125
7545,62:52:30,43.75
7546,62:53:00,43.75
7547,62:53:30,43.6875
7548,62:54:00,43.75
7549,62:54:30,43.625
7550,62:55:00,43.6875
7551,62:55:30,43.4375
7552,62:56:00,43.3125
7553,62:56:30,43.3125
7554,62:57:00,43.3125
7555,62:57:30,43.3125
7556,62:58:00,43.3125
7557,62:58:30,43.1875
7558,62:59:00,43.1875
7559,62:59:30,43.25
7560,63:00:00,43.3125
7561,63:00:30,43.375
7562,63:01:00,43.375
7563,63:01:30,43.375
7564,63:02:00,43.4375
7565,63:02:30,43.375
7566,63:03:00,43.3125
7567,63:03:30,43.3125
7568,63:04:00,43.125
7569,63:04:30,43.3125
7570,63:05:00,43.125
7571,63:05:30,43.125
7572,63:06:00,43.1875
7573,63:06:30,43.25
7574,63:07:00,43.1875
7575,63:07:30,43.1875
7576,63:08:00,43.3125
7577,63:08:30,43.25
7578,63:09:00,43.3125
7579,63:09:30,43.25
7580,63:10:00,43.3125
7581,63:10:30,43.25
7582,63:11:00,43.25
7583,63:11:30,43.1875
7584,63:12:00,42.9375
7585,63:12:30,42.9375
7586,63:13:00,42.9375
7587,63:13:30,42.875
7588,63:14:00,42.8125
7589,63:14:30,42.8125
7590,63:15:00,42.75
7591,63:15:30,42.75
7592,63:16:00,42.75
7593,63:16:30,42.75
7594,63:17:00,42.8125
7595,63:17:30,42.8125
7596,63:18:00,42.6875
7597,63:18:30,42.75
7598,63:19:00,42.75
7599,63:19:30,42.75
7600,63:20:00,42.75
7601,63:20:30,42.75
7602,63:21:00,42.75
7603,63:21:30,42.75
7604,63:22:00,42.75
7605,63:22:30,42.75
7606,63:23:00,42.6875
7607,63:23:30,42.6875
7608,63:24:00,42.5625
7609,63:24:30,42.6875
7610,63:25:00,42.6875
7611,63:25:30,42.75
7612,63:26:00,42.1875
7613,63:26:30,35.625
7614,63:27:00,32.5
7615,63:27:30,31.25
7616,63:28:00,30.6875
7617,63:28:30,30.375
7618,63:29:00,30.3125
7619,63:29:30,30.125
7620,63:30:00,30.1875
7621,63:30:30,30.125
7622,63:31:00,30.0625
7623,63:31:30,30.0625
7624,63:32:00,30.0
7625,63:32:30,30.0
7626,63:33:00,29.9375
7627,63:33:30,29.875
7628,63:34:00,29.875
7629,63:34:30,29.875
7630,63:35:00,29.8125
7631,63:35:30,29.8125
7632,63:36:00,29.75
7633,63:36:30,29.75
7634,63:37:00,29.75
7635,63:37:30,29.6875
7636,63:38:00,29.6875
7637,63:38:30,29.6875
7638,63:39:00,29.625
7639,63:39:30,29.6875
7640,63:40:00,29.625
7641,63:40:30,29.6875
7642,63:41:00,29.6875
7643,63:41:30,29.625
7644,63:42:00,29.625
7645,63:42:30,29.5625
7646,63:43:00,29.5
7647,63:43:30,29.5
7648,63:44:00,29.4375
7649,63:44:30,29.4375
7650,63:45:00,29.5
7651,63:45:30,29.4375
7652,63:46:00,29.4375
7653,63:46:30,29.4375
7654,63:47:00,29.4375
7655,63:47:30,29.375
7656,63:48:00,29.3125
7657,63:48:30,29.3125
7658,63:49:00,29.25
7659,63:49:30,29.25
7660,63:50:00,29.25
7661,63:50:30,29.25
7662,63:51:00,29.25
7663,63:51:30,29.1875
7664,63:52:00,29.125
7665,63:52:30,29.125
7666,63:53:00,29.125
7667,63:53:30,29.125
7668,63:54:00,29.0625
7669,63:54:30,29.0625
7670,63:55:00,29.0
7671,63:55:30,29.0625
7672,63:56:00,29.0
7673,63:56:30,29.0625
7674,63:57:00,29.0
7675,63:57:30,29.0
7676,63:58:00,29.0
7677,63:58:30,28.875
7678,63:59:00,28.875
7679,63:59:30,28.875
7680,64:00:00,28.875
7681,64:00:30,28.875
7682,64:01:00,28.875
7683,64:01:30,28.8125
7684,64:02:00,28.875
7685,64:02:30,28.8125
7686,64:03:00,28.8125
7687,64:03:30,28.8125
7688,64:04:00,28.8125
7689,64:04:30,28.75
7690,64:05:00,28.75
7691,64:05:30,28.75
7692,64:06:00,28.75
7693,64:06:30,28.75
7694,64:07:00,28.6875
7695,64:07:30,28.6875
7696,64:08:00,28.6875
7697,64:08:30,28.6875
7698,64:09:00,28.625
7699,64:09:30,28.625
7700,64:10:00,28.5
7701,64:10:30,28.5625
7702,64:11:00,28.625
7703,64:11:30,28.5
7704,64:12:00,28.5625
7705,64:12:30,28.4375
7706,64:13:00,28.4375
7707,64:13:30,28.375
7708,64:14:00,28.375
7709,64:14:30,28.375
7710,64:15:00,28.3125
7711,64:15:30,28.3125
7712,64:16:00,28.3125
7713,64:16:30,28.3125
7714,64:17:00,28.3125
7715,64:17:30,28.25
7716,64:18:00,28.1875
7717,64:18:30,28.1875
7718,64:19:00,28.1875
7719,64:19:30,28.1875
7720,64:20:00,28.125
7721,64:20:30,28.125
7722,64:21:00,28.125
7723,64:21:30,28.125
7724,64:22:00,28.125
7725,64:22:30,28.0625
7726,64:23:00,28.0625
7727,64:23:30,28.0
7728,64:24:00,28.0625
7729,64:24:30,28.0625
7730,64:25:00,28.0
7731,64:25:30,28.0
7732,64:26:00,27.9375
7733,64:26:30,27.9375
7734,64:27:00,27.9375
7735,64:27:30,27.9375
7736,64:28:00,27.875
7737,64:28:30,27.875
7738,64:29:00,27.8125
7739,64:29:30,27.8125
7740,64:30:00,27.8125
7741,64:30:30,27.8125
7742,64:31:00,27.75
7743,64:31:30,27.8125
7744,64:32:00,27.75
7745,64:32:30,27.75
7746,64:33:00,27.75
7747,64:33:30,27.75
7748,64:34:00,27.6875
7749,64:34:30,27.75
7750,64:35:00,27.75
7751,64:35:30,27.75
7752,64:36:00,27.6875
7753,64:36:30,27.625
7754,64:37:00,27.625
7755,64:37:30,27.625
7756,64:38:00,27.5625
7757,64:38:30,27.5625
7758,64:39:00,27.5625
7759,64:39:30,27.5625
7760,64:40:00,27.5
7761,64:40:30,27.5625
7762,64:41:00,27.5625
7763,64:41:30,27.5
7764,64:42:00,27.4375
7765,64:42:30,27.5
7766,64:43:00,27.5
7767,64:43:30,27.5
7768,64:44:00,27.4375
7769,64:44:30,27.5
7770,64:45:00,27.4375
7771,64:45:30,27.375
7772,64:46:00,27.375
7773,64:46:30,27.375
7774,64:47:00,27.375
7775,64:47:30,27.3125
7776,64:48:00,27.375
7777,64:48:30,27.3125
7778,64:49:00,27.375
7779,64:49:30,27.3125
7780,64:50:00,27.3125
7781,64:50:30,27.25
7782,64:51:00,27.3125
7783,64:51:30,27.25
7784,64:52:00,27.25
7785,64:52:30,27.25
7786,64:53:00,27.1875
7787,64:53:30,27.25
7788,64:54:00,27.25
7789,64:54:30,27.1875
7790,64:55:00,27.1875
7791,64:55:30,27.1875
7792,64:56:00,27.1875
7793,64:56:30,27.1875
7794,64:57:00,27.125
7795,64:57:30,27.125
7796,64:58:00,27.125
7797,64:58:30,27.125
7798,64:59:00,27.0625
7799,64:59:30,27.0625
7800,65:00:00,27.0625
7801,65:00:30,27.0625
7802,65:01:00,27.0
7803,65:01:30,27.0
7804,65:02:00,27.0
7805,65:02:30,27.0
7806,65:03:00,26.9375
7807,65:03:30,26.9375
7808,65:04:00,26.9375
7809,65:04:30,26.9375
7810,65:05:00,26.875
7811,65:05:30,26.875
7812,65:06:00,26.8125
7813,65:06:30,26.8125
7814,65:07:00,26.8125
7815,65:07:30,26.75
7816,65:08:00,26.75
7817,65:08:30,26.6875
7818,65:09:00,26.75
7819,65:09:30,26.75
7820,65:10:00,26.75
7821,65:10:30,26.6875
7822,65:11:00,26.6875
7823,65:11:30,26.6875
7824,65:12:00,26.6875
7825,65:12:30,26.625
7826,65:13:00,26.6875
7827,65:13:30,26.625
7828,65:14:00,26.625
7829,65:14:30,26.625
7830,65:15:00,26.625
7831,65:15:30,26.625
7832,65:16:00,26.5625
7833,65:16:30,26.5625
7834,65:17:00,26.5625
7835,65:17:30,26.5625
7836,65:18:00,26.5
7837,65:18:30,26.5625
7838,65:19:00,26.5625
7839,65:19:30,26.5
7840,65:20:00,26.5
7841,65:20:30,26.5
7842,65:21:00,26.5
7843,65:21:30,26.5
7844,65:22:00,26.5
7845,65:22:30,26.4375
7846,65:23:00,26.4375
7847,65:23:30,26.4375
7848,65:24:00,26.375
7849,65:24:30,26.375
7850,65:25:00,26.4375
7851,65:25:30,26.375
7852,65:26:00,26.375
7853,65:26:30,26.375
7854,65:27:00,26.375
7855,65:27:30,26.375
7856,65:28:00,26.375
7857,65:28:30,26.375
7858,65:29:00,26.375
7859,65:29:30,26.3125
7860,65:30:00,26.3125
7861,65:30:30,26.3125
7862,65:31:00,26.3125
7863,65:31:30,26.25
7864,65:32:00,26.3125
7865,65:32:30,26.3125
7866,65:33:00,26.3125
7867,65:33:30,26.25
7868,65:34:00,26.25
7869,65:34:30,26.25
7870,65:35:00,26.25
7871,65:35:30,26.25
7872,65:36:00,26.25
7873,65:36:30,26.1875
7874,65:37:00,26.1875
7875,65:37:30,26.25
7876,65:38:00,26.25
7877,65:38:30,26.1875
7878,65:39:00,26.1875
7879,65:39:30,26.1875
7880,65:40:00,26.1875
7881,65:40:30,26.1875
7882,65:41:00,26.1875
7883,65:41:30,26.1875
7884,65:42:00,26.125
7885,65:42:30,26.1875
7886,65:43:00,26.125
7887,65:43:30,26.1875
7888,65:44:00,26.125
7889,65:44:30,26.125
7890,65:45:00,26.125
7891,65:45:30,26.125
7892,65:46:00,26.125
7893,65:46:30,26.0625
7894,65:47:00,26.0625
7895,65:47:30,26.125
7896,65:48:00,26.0625
7897,65:48:30,26.0625
7898,65:49:00,26.0625
7899,65:49:30,26.0625
7900,65:50:00,26.0
7901,65:50:30,26.0
7902,65:51:00,26.0625
7903,65:51:30,26.0
7904,65:52:00,26.0625
7905,65:52:30,26.0
7906,65:53:00,26.0
7907,65:53:30,26.0
7908,65:54:00,26.0
7909,65:54:30,26.0
7910,65:55:00,26.0
7911,65:55:30,26.0
7912,65:56:00,26.0
7913,65:56:30,26.0
7914,65:57:00,26.0
7915,65:57:30,25.9375
7916,65:58:00,26.0
7917,65:58:30,26.0
7918,65:59:00,26.0
7919,65:59:30,26.0
7920,66:00:00,25.9375
7921,66:00:30,25.9375
7922,66:01:00,25.9375
7923,66:01:30,25.9375
7924,66:02:00,25.9375
7925,66:02:30,25.9375
7926,66:03:00,25.9375
7927,66:03:30,25.9375
7928,66:04:00,25.9375
7929,66:04:30,25.9375
7930,66:05:00,25.9375
7931,66:05:30,25.875
7932,66:06:00,25.875
7933,66:06:30,25.875
7934,66:07:00,25.875
7935,66:07:30,25.875
7936,66:08:00,25.875
7937,66:08:30,25.875
7938,66:09:00,25.875
7939,66:09:30,25.875
7940,66:10:00,25.8125
7941,66:10:30,25.875
7942,66:11:00,25.875
7943,66:11:30,25.8125
7944,66:12:00,25.8125
7945,66:12:30,25.8125
7946,66:13:00,25.8125
7947,66:13:30,25.75
7948,66:14:00,25.8125
7949,66:14:30,25.8125
7950,66:15:00,25.75
7951,66:15:30,25.75
7952,66:16:00,25.75
7953,66:16:30,25.75
7954,66:17:00,25.8125
7955,66:17:30,25.75
7956,66:18:00,25.75
7957,66:18:30,25.75
7958,66:19:00,25.75
7959,66:19:30,25.75
7960,66:20:00,25.75
7961,66:20:30,25.75
7962,66:21:00,25.75
7963,66:21:30,25.75
7964,66:22:00,25.75
7965,66:22:30,25.6875
7966,66:23:00,25.6875
7967,66:23:30,25.6875
7968,66:24:00,25.6875
7969,66:24:30,25.6875
7970,66:25:00,25.625
7971,66:25:30,25.5
7972,66:26:00,25.375
7973,66:26:30,25.375
7974,66:27:00,25.25
7975,66:27:30,25.3125
7976,66:28:00,25.3125
7977,66:28:30,25.3125
7978,66:29:00,25.3125
7979,66:29:30,25.3125
7980,66:30:00,25.3125
7981,66:30:30,25.375
7982,66:31:00,25.4375
7983,66:31:30,25.4375
7984,66:32:00,25.5
7985,66:32:30,25.4375
7986,66:33:00,25.4375
7987,66:33:30,25.4375
7988,66:34:00,25.5
7989,66:34:30,25.5
7990,66:35:00,25.5
7991,66:35:30,25.5
7992,66:36:00,25.4375
7993,66:36:30,25.4375
7994,66:37:00,25.375
7995,66:37:30,25.4375
7996,66:38:00,25.375
7997,66:38:30,25.4375
7998,66:39:00,25.375
7999,66:39:30,25.375
8000,66:40:00,25.375
8001,66:40:30,25.4375
8002,66:41:00,25.375
8003,66:41:30,25.375
8004,66:42:00,25.375
8005,66:42:30,25.375
8006,66:43:00,25.375
8007,66:43:30,25.375
8008,66:44:00,25.4375
8009,66:44:30,25.375
8010,66:45:00,25.375
8011,66:45:30,25.4375
8012,66:46:00,25.375
8013,66:46:30,25.375
8014,66:47:00,25.375
8015,66:47:30,25.375
8016,66:48:00,25.375
8017,66:48:30,25.375
8018,66:49:00,25.375
8019,66:49:30,25.375
8020,66:50:00,25.375
8021,66:50:30,25.375
8022,66:51:00,25.3125
8023,66:51:30,25.25
8024,66:52:00,25.3125
8025,66:52:30,25.3125
8026,66:53:00,25.375
8027,66:53:30,25.375
8028,66:54:00,25.3125
8029,66:54:30,25.375
8030,66:55:00,25.3125
8031,66:55:30,25.375
8032,66:56:00,25.3125
8033,66:56:30,25.3125
8034,66:57:00,25.3125
8035,66:57:30,25.3125
8036,66:58:00,25.3125
8037,66:58:30,25.3125
8038,66:59:00,25.3125
8039,66:59:30,25.3125
8040,67:00:00,25.3125
8041,67:00:30,25.3125
8042,67:01:00,25.3125
8043,67:01:30,25.3125
8044,67:02:00,25.3125
8045,67:02:30,25.3125
8046,67:03:00,25.3125
8047,67:03:30,25.3125
8048,67:04:00,25.3125
8049,67:04:30,25.3125
8050,67:05:00,25.3125
8051,67:05:30,25.3125
8052,67:06:00,25.3125
8053,67:06:30,25.25
8054,67:07:00,25.25
8055,67:07:30,25.3125
8056,67:08:00,25.25
8057,67:08:30,25.25
8058,67:09:00,25.25
8059,67:09:30,25.3125
8060,67:10:00,25.25
8061,67:10:30,25.3125
8062,67:11:00,25.25
8063,67:11:30,25.25
8064,67:12:00,25.25
8065,67:12:30,25.3125
8066,67:13:00,25.25
8067,67:13:30,25.25
8068,67:14:00,25.25
8069,67:14:30,25.25
8070,67:15:00,25.25
8071,67:15:30,25.25
8072,67:16:00,25.25
8073,67:16:30,25.25
8074,67:17:00,25.25
8075,67:17:30,25.1875
8076,67:18:00,25.25
8077,67:18:30,25.25
8078,67:19:00,25.25
8079,67:19:30,25.25
8080,67:20:00,25.25
8081,67:20:30,25.1875
8082,67:21:00,25.25
8083,67:21:30,25.25
8084,67:22:00,25.25
8085,67:22:30,25.25
8086,67:23:00,25.1875
8087,67:23:30,25.1875
8088,67:24:00,25.25
8089,67:24:30,25.1875
8090,67:25:00,25.1875
8091,67:25:30,25.1875
8092,67:26:00,25.125
8093,67:26:30,25.1875
8094,67:27:00,25.1875
8095,67:27:30,25.1875
8096,67:28:00,25.1875
8097,67:28:30,25.1875
8098,67:29:00,25.1875
8099,67:29:30,25.1875
8100,67:30:00,25.1875
8101,67:30:30,25.1875
8102,67:31:00,25.1875
8103,67:31:30,25.1875
8104,67:32:00,25.1875
8105,67:32:30,25.125
8106,67:33:00,25.1875
8107,67:33:30,25.125
8108,67:34:00,25.125
8109,67:34:30,25.125
8110,67:35:00,25.125
8111,67:35:30,25.1875
8112,67:36:00,25.1875
8113,67:36:30,25.1875
8114,67:37:00,25.1875
8115,67:37:30,25.125
8116,67:38:00,25.1875
8117,67:38:30,25.125
8118,67:39:00,25.1875
8119,67:39:30,25.1875
8120,67:40:00,25.125
8121,67:40:30,25.125
8122,67:41:00,25.125
8123,67:41:30,25.125
8124,67:42:00,25.1875
8125,67:42:30,25.125
8126,67:43:00,25.125
8127,67:43:30,25.1875
8128,67:44:00,25.125
8129,67:44:30,25.125
8130,67:45:00,25.125
8131,67:45:30,25.0
8132,67:46:00,24.75
8133,67:46:30,24.5625
8134,67:47:00,24.5
8135,67:47:30,24.4375
8136,67:48:00,24.375
8137,67:48:30,24.375
8138,67:49:00,24.3125
8139,67:49:30,24.375
8140,67:50:00,24.4375
8141,67:50:30,24.5
8142,67:51:00,24.5625
8143,67:51:30,24.625
8144,67:52:00,24.75
8145,67:52:30,24.75
8146,67:53:00,24.8125
8147,67:53:30,24.75
8148,67:54:00,24.75
8149,67:54:30,24.8125
8150,67:55:00,24.8125
8151,67:55:30,24.8125
8152,67:56:00,24.8125
8153,67:56:30,24.8125
8154,67:57:00,24.8125
8155,67:57:30,24.8125
8156,67:58:00,24.8125
8157,67:58:30,24.8125
8158,67:59:00,24.8125
8159,67:59:30,24.8125
8160,68:00:00,24.8125
8161,68:00:30,24.8125
8162,68:01:00,24.8125
8163,68:01:30,24.8125
8164,68:02:00,24.8125
8165,68:02:30,24.75
8166,68:03:00,24.8125
8167,68:03:30,24.8125
8168,68:04:00,24.8125
8169,68:04:30,24.75
8170,68:05:00,24.8125
8171,68:05:30,24.8125
8172,68:06:00,24.75
8173,68:06:30,24.8125
8174,68:07:00,24.75
8175,68:07:30,24.8125
8176,68:08:00,24.8125
8177,68:08:30,24.8125
8178,68:09:00,24.8125
8179,68:09:30,24.75
8180,68:10:00,24.8125
8181,68:10:30,24.8125
8182,68:11:00,24.75
8183,68:11:30,24.8125
8184,68:12:00,24.75
8185,68:12:30,24.8125
8186,68:13:00,24.75
8187,68:13:30,24.8125
8188,68:14:00,24.8125
8189,68:14:30,24.8125
8190,68:15:00,24.75
8192,68:16:00,24.8125
8193,68:16:30,24.75
8194,68:17:00,24.8125
8195,68:17:30,24.75
8196,68:18:00,24.75
8197,68:18:30,24.8125
8198,68:19:00,24.75
8199,68:19:30,24.75
8200,68:20:00,24.75
8201,68:20:30,24.75
8202,68:21:00,24.8125
8203,68:21:30,24.8125
8204,68:22:00,24.8125
8205,68:22:30,24.75
8206,68:23:00,24.75
8207,68:23:30,24.75
8208,68:24:00,24.8125
8209,68:24:30,24.75
8210,68:25:00,24.75
8211,68:25:30,24.8125
8212,68:26:00,24.75
8213,68:26:30,24.75
8214,68:27:00,24.8125
8215,68:27:30,24.8125
8216,68:28:00,24.8125
8217,68:28:30,24.8125
8218,68:29:00,24.8125
8219,68:29:30,24.8125
8220,68:30:00,24.8125
8221,68:30:30,24.8125
8222,68:31:00,24.8125
8223,68:31:30,24.75
8224,68:32:00,24.8125
8225,68:32:30,24.75
8226,68:33:00,24.6875
8227,68:33:30,24.75
8228,68:34:00,24.75
8229,68:34:30,24.8125
8230,68:35:00,24.8125
8231,68:35:30,24.8125
8232,68:36:00,24.75
8233,68:36:30,24.75
8234,68:37:00,24.75
8235,68:37:30,24.75
8236,68:38:00,24.75
8237,68:38:30,24.75
8238,68:39:00,24.75
8239,68:39:30,24.8125
8240,68:40:00,24.8125
8241,68:40:30,24.75
8242,68:41:00,24.75
8243,68:41:30,24.75
8244,68:42:00,24.6875
8245,68:42:30,24.8125
8246,68:43:00,24.75
8247,68:43:30,24.8125
8248,68:44:00,24.6875
8249,68:44:30,24.75
8250,68:45:00,24.75
8251,68:45:30,24.6875
8252,68:46:00,24.75
8253,68:46:30,24.75
8254,68:47:00,24.6875
8255,68:47:30,24.75
8256,68:48:00,24.75
8257,68:48:30,24.6875
8258,68:49:00,24.75
8259,68:49:30,24.75
8260,68:50:00,24.75
8261,68:50:30,24.75
8262,68:51:00,24.75
8263,68:51:30,24.75
8264,68:52:00,24.75
8265,68:52:30,24.75
8266,68:53:00,24.75
8267,68:53:30,24.75
8268,68:54:00,24.6875
8269,68:54:30,24.6875
8270,68:55:00,24.6875
8271,68:55:30,24.6875
8272,68:56:00,24.75
8273,68:56:30,24.75
8274,68:57:00,24.6875
8275,68:57:30,24.6875
8276,68:58:00,24.6875
8277,68:58:30,24.75
8278,68:59:00,24.75
8279,68:59:30,24.75
8280,69:00:00,24.75
8281,69:00:30,24.75
8282,69:01:00,24.75
8283,69:01:30,24.75
8284,69:02:00,24.75
8285,69:02:30,24.75
8286,69:03:00,24.6875
8287,69:03:30,24.6875
8288,69:04:00,24.6875
8289,69:04:30,24.6875
8290,69:05:00,24.6875
8291,69:05:30,24.6875
8292,69:06:00,24.4375
8293,69:06:30,24.125
8294,69:07:00,23.9375
8295,69:07:30,23.875
8296,69:08:00,23.8125
8297,69:08:30,23.75
8298,69:09:00,23.8125
8299,69:09:30,23.75
8300,69:10:00,23.8125
8301,69:10:30,23.875
8302,69:11:00,23.9375
8303,69:11:30,24.0
8304,69:12:00,24.1875
8305,69:12:30,24.25
8306,69:13:00,24.3125
8307,69:13:30,24.3125
8308,69:14:00,24.375
8309,69:14:30,24.375
8310,69:15:00,24.3125
8311,69:15:30,24.3125
8312,69:16:00,24.375
8313,69:16:30,24.375
8314,69:17:00,24.3125
8315,69:17:30,24.3125
8316,69:18:00,24.375
8317,69:18:30,24.3125
8318,69:19:00,24.375
8319,69:19:30,24.375
8320,69:20:00,24.3125
8321,69:20:30,24.375
8322,69:21:00,24.375
8323,69:21:30,24.375
8324,69:22:00,24.375
8325,69:22:30,24.4375
8326,69:23:00,24.375
8327,69:23:30,24.375
8328,69:24:00,24.375
8329,69:24:30,24.375
8330,69:25:00,24.3125
8331,69:25:30,24.375
8332,69:26:00,24.375
8333,69:26:30,24.375
8334,69:27:00,24.375
8335,69:27:30,24.375
8336,69:28:00,24.375
8337,69:28:30,24.375
8338,69:29:00,24.375
8339,69:29:30,24.375
8340,69:30:00,24.375
8341,69:30:30,24.375
8342,69:31:00,24.375
8343,69:31:30,24.375
8344,69:32:00,24.375
8345,69:32:30,24.375
8346,69:33:00,24.375
8347,69:33:30,24.375
8348,69:34:00,24.375
8349,69:34:30,24.375
8350,69:35:00,24.375
8351,69:35:30,24.375
8352,69:36:00,24.4375
8353,69:36:30,24.4375
8354,69:37:00,24.375
8355,69:37:30,24.4375
8356,69:38:00,24.375
8357,69:38:30,24.375
8358,69:39:00,24.375
8359,69:39:30,24.375
8360,69:40:00,24.4375
8361,69:40:30,24.375
8362,69:41:00,24.375
8363,69:41:30,24.375
8364,69:42:00,24.375
8365,69:42:30,24.375
8366,69:43:00,24.375
8367,69:43:30,24.4375
8368,69:44:00,24.375
8369,69:44:30,24.4375
8370,69:45:00,24.4375
8371,69:45:30,24.375
8372,69:46:00,24.375
8373,69:46:30,24.4375
8374,69:47:00,24.375
8375,69:47:30,24.375
8376,69:48:00,24.4375
8377,69:48:30,24.375
8378,69:49:00,24.4375
8379,69:49:30,24.375
8380,69:50:00,24.4375
8381,69:50:30,24.375
8382,69:51:00,24.375
8383,69:51:30,24.375
8384,69:52:00,24.375
8385,69:52:30,24.375
8386,69:53:00,24.375
8387,69:53:30,24.375
8388,69:54:00,24.4375
8389,69:54:30,24.375
8390,69:55:00,24.4375
8391,69:55:30,24.375
8392,69:56:00,24.4375
8393,69:56:30,24.375
8394,69:57:00,24.4375
8395,69:57:30,24.375
8396,69:58:00,24.4375
8397,69:58:30,24.375
8398,69:59:00,24.4375
8399,69:59:30,24.4375
8400,70:00:00,24.375
8401,70:00:30,24.4375
8402,70:01:00,24.375
8403,70:01:30,24.4375
8404,70:02:00,24.375
8405,70:02:30,24.4375
8406,70:03:00,24.375
8407,70:03:30,24.375
8408,70:04:00,24.375
8409,70:04:30,24.375
8410,70:05:00,24.4375
8411,70:05:30,24.4375
8412,70:06:00,24.4375
8413,70:06:30,24.375
8414,70:07:00,24.4375
8415,70:07:30,24.4375
8416,70:08:00,24.375
8417,70:08:30,24.375
8418,70:09:00,24.375
8419,70:09:30,24.375
8420,70:10:00,24.375
8421,70:10:30,24.375
8422,70:11:00,24.4375
8423,70:11:30,24.4375
8424,70:12:00,24.375
8425,70:12:30,24.4375
8426,70:13:00,24.4375
8427,70:13:30,24.4375
8428,70:14:00,24.4375
8429,70:14:30,24.4375
8430,70:15:00,24.4375
8431,70:15:30,24.4375
8432,70:16:00,24.4375
8433,70:16:30,24.4375
8434,70:17:00,24.4375
8435,70:17:30,24.375
8436,70:18:00,24.375
8437,70:18:30,24.4375
8438,70:19:00,24.4375
8439,70:19:30,24.4375
8440,70:20:00,24.4375
8441,70:20:30,24.4375
8442,70:21:00,24.375
8443,70:21:30,24.375
8444,70:22:00,24.375
8445,70:22:30,24.4375
8446,70:23:00,24.375
8447,70:23:30,24.375
8448,70:24:00,24.375
8449,70:24:30,24.375
8450,70:25:00,24.375
8451,70:25:30,24.375
8452,70:26:00,24.25
8453,70:26:30,24.0
8454,70:27:00,23.6875
8455,70:27:30,23.5
8456,70:28:00,23.375
8457,70:28:30,23.3125
8458,70:29:00,23.3125
8459,70:29:30,23.3125
8460,70:30:00,23.375
8461,70:30:30,23.4375
8462,70:31:00,23.4375
8463,70:31:30,23.5
8464,70:32:00,23.75
